participant_id	sex	age
sub-01	M	19
sub-02	F	18
sub-03	M	n/a
sub-05	M	n/a
sub-06	M	18
sub-07	M	18
sub-08	M	n/a
sub-10	M	n/a
sub-11	F	n/a
sub-12	M	n/a
sub-13	M	n/a
sub-14	F	n/a
sub-15	F	n/a
sub-25	M	20
sub-26	F	18
sub-27	F	20
sub-28	F	21
sub-29	M	21
sub-30	F	18
sub-31	F	21
sub-32	M	21
sub-33	M	20
sub-34	F	19
sub-35	F	18
sub-36	F	19
sub-37	M	19
sub-38	F	19
sub-39	M	18
sub-41	M	19
sub-42	M	18
sub-45	F	19
sub-46	F	20
sub-47	M	n/a
sub-48	M	20
sub-49	M	19
