participant_id	sex	age
sub-101	22	F 
sub-102	25	F 
sub-201	22	M 
sub-104	23	F 
sub-202	21	M 
sub-203	23	M 
sub-105	22	F 
sub-204	21	M 
sub-205	22	M 
sub-103	22	F 
sub-106	18	F 
sub-107	23	F 
sub-108	25	F 
sub-109	22	F 
sub-110	19	F 
sub-206	21	M 
sub-207	25	M 
sub-111	24	F 
sub-112	23	F 
sub-113	19	F 
sub-114	19	F 
sub-208	22	M 
sub-209	25	M 
sub-210	23	M 
sub-115	19	F 
sub-116	22	F 
sub-211	23	M 
sub-212	25	M 
sub-213	24	M 

