participant_id	age	sex	handedness
sub-sc001	24.0	M	right
sub-sc002	22.0	F	left
sub-sc003	22.0	F	left
sub-sc004	22.0	M	right
sub-sc005	31.0	F	right
sub-sc006	26.0	F	right
sub-sc007	22.0	F	right
sub-sc008	20.0	F	left
sub-sc009	21.0	F	right
sub-sc010	19.0	F	right
sub-sc011	26.0	F	right
sub-sc012	18.0	F	right
sub-sc013	18.0	F	right
sub-sc014	22.0	F	right
sub-sc015	22.0	M	right
sub-sc016	22.0	F	right
sub-sc017	18.0	F	right
sub-sc018	23.0	M	right
sub-sc019	24.0	M	right
