participant_id	sex	age
sub-m01wt	male	15w
sub-m02wt	male	15w
sub-m03wt	male	15w
sub-m04hcox2	male	15w
sub-m05hcox2	male	15w
sub-m06hcox2	male	15w
sub-m07hcox2	male	15w
sub-m08hcox2	male	15w
sub-m09hcox2	male	15w
sub-m10hcox2	male	15w
sub-m11hcox2	male	15w
sub-m12hcox2	male	15w
sub-r1ctl	male	8w
sub-r2ctl	male	8w
sub-r3ctl	male	8w
sub-r4lps	male	8w
sub-r5lps	male	8w
sub-r6lps	male	8w
