participant_id	age	sex
sub-BA3550	24	F
sub-CC528	28	F
sub-FL1136	22	F
sub-FT3594	19	F
sub-IA3593	24	F
sub-IL3520	23	M
sub-KQ3548	18	F
sub-LL3555	19	M
sub-MF3567	19	M
sub-NN3554	19	M
sub-NS950	21	F
sub-OF3592	21	F
sub-TK3556	21	F
sub-TQ3543	18	F
sub-TQ3600	23	F
