participant_id	age	sex
sub-01	25	M
sub-02	21	F
sub-03	24	M
sub-04	24	M
sub-05	22	M
sub-06	26	F
sub-07	31	M
sub-08	27	F
sub-09	33	M
sub-10	26	F
sub-11	31	F
sub-12	24	F
sub-13	31	M
sub-14	31	M
sub-15	36	F
sub-16	33	M
sub-17	34	M
sub-18	23	F
sub-19	22	F
sub-20	36	F
sub-21	21	M
sub-22	19	F
sub-23	23	F
		
		
		
		
