participant_id	age	sex	handedness
sub-301	31	F	1.0
sub-302	25	M	1.0
sub-303	19	M	1.0
sub-304	21	F	0.8
sub-305	18	F	0.9
sub-306	35	M	1.0
sub-307	22	F	0.8
sub-309	22	M	0.4
sub-310	18	F	0.9
sub-311	23	F	0.5
sub-312	25	M	0.7
sub-313	21	M	1.0
sub-314	20	F	1.0
sub-315	19	F	1.0
sub-316	18	F	1.0
sub-317	26	M	1.0
sub-318	23	F	1.0
