participant_id	sex	age
sub-01	M	22
sub-02	F	24.35
sub-03	F	30.48
sub-04	F	28.21
sub-05	F	34.84
sub-06	F	29.57
sub-07	M	29.91
sub-08	F	24.51
sub-09	M	27.29
sub-10	M	28.38
sub-11	F	30.55
sub-12	F	26.59
