participant_id	age	sex
sub-sid000005	28	M
sub-sid000007	25	M
sub-sid000009	27	M
sub-sid000010	28	M
sub-sid000013	25	F
sub-sid000024	31	M
sub-sid000025	28	M
sub-sid000030	28	F
sub-sid000034	25	F
sub-sid000050	26	F
sub-sid000055	29	M
sub-sid000114	27	F
sub-sid000134	28	F
sub-sid000278	29	M
