participant_id	age	sex	hand
sub-001	25	M	R
sub-002	24	F	R
sub-003	47	F	R
sub-004	26	F	R
sub-005	29	M	R
sub-006	21	M	R
sub-007	29	F	R
sub-008	31	F	R
sub-009	31	M	R
sub-010	30	M	R
sub-011	26	F	R
sub-012	32	M	L
sub-013	28	M	R
sub-014	29	M	R
sub-015	23	F	R
sub-016	29	F	R
sub-017	33	M	R
sub-018	25	M	L
sub-019	29	M	R
sub-020	30	M	R
sub-021	23	M	R
sub-022	27	M	R
sub-023	23	M	R
sub-024	25	M	R
sub-025	34	M	R
sub-026	22	M	R
sub-027	22	M	R
