participant_id	age	sex
sub-std01	12	m
sub-std02	12	m
sub-std03	13	m
sub-std04	11	m
sub-std05	12	m
sub-std06	13	m
sub-std07	9	m
sub-std08	10	m
sub-std09	11	m
sub-std10	11	m
sub-std11	12	m
sub-std12	13	m
sub-ela01	11	f
sub-ela02	10	f
sub-ela03	11	f
sub-ela04	11	f
sub-ela05	12	m
sub-ela06	12	m
sub-ela07	11	m
sub-ela08	11	m
sub-ela09	11	m
sub-ela10	11	m
sub-ela11	12	f
sub-ela12	12	f
