participant_id	sex	age
sub-01	M	27
sub-02	F	25
sub-03	F	26
sub-04	F	22
sub-05	M	22
sub-06	M	29
sub-07	M	26
sub-08	M	26
sub-09	F	27
sub-10	F	22
sub-11	F	23
sub-12	F	27
sub-13	M	32
sub-14	F	34
sub-15	M	42
