participant_id	age	sex
sub-005	20	M
sub-006	19	M
sub-007	20	M
sub-008	28	M
sub-009	30	M
sub-011	19	M
sub-012	35	M
sub-013	29	M
sub-014	23	M
sub-015	29	F
sub-016	20	F
sub-017	20	M
sub-018	53	M
sub-019	20	F
sub-020	25	M
sub-021	38	M
sub-022	27	F
sub-023	21	F
sub-024	25	M
sub-025	20	F
sub-026	25	M
sub-028	24	F
sub-029	27	F
sub-030	28	M
sub-031	26	F
sub-032	23	F
sub-033	24	F
sub-034	24	F
sub-035	27	F
sub-036	28	F
sub-037	28	F
sub-039	21	F
sub-040	26	M
sub-041	19	F
sub-042	19	M
