participant_id	age	sex
sub-01	25	M
sub-02	23	M
sub-03	22	M
sub-04	23	M
sub-05	25	F
sub-06	24	F
sub-07	24	M
sub-08	26	M
sub-09	30	F
sub-10	22	F
sub-11	21	F
sub-12	24	F
sub-13	23	F
sub-14	24	F
sub-15	25	F
sub-16	23	M
sub-17	23	F
sub-18	22	M
sub-19	26	M
sub-20	21	M
sub-21	25	M
sub-22	26	M
sub-23	31	M
sub-24	24	M
sub-25	19	F
sub-26	20	M
sub-27	23	F
sub-28	25	M
sub-29	22	F
sub-30	22	M
