participant_id	age	sex	hand
sub-155	n/a	n/a	n/a
sub-197	n/a	n/a	n/a
sub-215	n/a	n/a	n/a
sub-220	n/a	n/a	n/a
sub-231	n/a	n/a	n/a
sub-240	n/a	n/a	n/a
sub-263	n/a	n/a	n/a
sub-358	n/a	n/a	n/a
sub-368	n/a	n/a	n/a
sub-486	n/a	n/a	n/a
sub-512	n/a	n/a	n/a
sub-519	n/a	n/a	n/a
sub-529	n/a	n/a	n/a
sub-558	n/a	n/a	n/a
sub-644	n/a	n/a	n/a
sub-653	n/a	n/a	n/a
sub-693	n/a	n/a	n/a
sub-748	n/a	n/a	n/a
sub-778	n/a	n/a	n/a
sub-788	n/a	n/a	n/a
sub-840	n/a	n/a	n/a
sub-930	n/a	n/a	n/a
sub-972	n/a	n/a	n/a
sub-emptyroom	n/a	n/a	n/a
