participant_id	age	sex	handedness
sub-00002	22.0	M	right
sub-00003	33.1	F	right
sub-00006	25.4	M	right
sub-00014	24.0	M	right
sub-00029	30.3	F	right
sub-00040	29.2	M	right
sub-00047	23.9	F	right
sub-00053	31.7	F	right
sub-00056	24.0	F	right
sub-00060	20.8	M	right
sub-00063	23.7	M	right
sub-00065	23.8	F	right
sub-00067	22.2	M	right
sub-00078	21.6	F	right
sub-00086	24.1	F	right
sub-00105	23.9	F	right
