participant_id	age	sex
sub-01	28	M
sub-02	28	M
sub-03	30	F
sub-04	34	M
sub-05	29	F
sub-06	25	F
sub-07	28	F
sub-08	33	M
sub-09	31	F
sub-10	26	M
sub-11	39	F
sub-12	32	F
sub-13	27	M
sub-14	29	F
sub-15	24	M
sub-16	29	F
sub-17	27	M
sub-18	32	M
sub-19	35	M
sub-20	30	M
sub-21	25	M
sub-22	25	M
sub-23	30	F
sub-24	19	M
sub-25	27	M
sub-26	27	M
sub-27	23	M
sub-28	19	M
sub-29	27	M
sub-30	29	F
