participant_id	age	sex	handedness
sub-01	28	F	right-handed
sub-02	24	F	right-handed
sub-03	22	F	right-handed
sub-04	23	M	right-handed
sub-05	24	M	right-handed
sub-06	30	F	right-handed
sub-07	18	M	right-handed
sub-08	25	M	right-handed
sub-09	25	M	right-handed
sub-10	27	M	right-handed
