participant_id	age	sex
sub-01	35	F
sub-02	34	M
sub-03	33	F
sub-04	A	A
sub-05	A	A
sub-06	28	M
sub-07	69	F
sub-08	50	M
sub-09	48	M
sub-10	32	M
