participant_id	sex	age
sub-01	M	43
sub-02	M	32
sub-03	M	43
sub-04	F	34
sub-05	M	27
sub-06	M	29
sub-07	M	28
sub-08	M	47
sub-09	F	32
sub-10	M	28
sub-11	M	34
sub-12	F	32
sub-13	F	24
sub-14	F	27
sub-15	F	57
