participant_id	sex	age
sub-pilote1	F	035
sub-pilote2	F	023
sub-01	M	027
sub-02	F	029
sub-03	F	023
sub-04	M	021
sub-05	M	030
sub-06	M	024
sub-07	F	049
sub-08	F	022
sub-09	F	034
sub-10	M	024
sub-11	M	024
sub-12	F	044
sub-13	F	022
sub-14	F	041
sub-15	M	021
sub-16	F	025
sub-17	F	019
sub-18	F	024
sub-19	M	073
sub-20	F	021
sub-21	F	022
sub-22	M	022
sub-23	F	018
sub-24	F	024
sub-25	F	024
