participant_id	age	sex
sub-01	33	M
sub-02	65	F
sub-03	40	M
sub-04	56	M
sub-05	39	M
sub-06	45	M
sub-07	23	M
sub-08	50	F
sub-09	46	F
sub-10	47	F
sub-11	31	M
sub-12	32	M
sub-13	40	M
sub-14	48	F
sub-15	51	F
sub-16	43	M
sub-17	52	F
sub-18	31	M
sub-19	18	F
sub-20	64	M
sub-21	34	M
sub-22	38	M
sub-23	48	F
sub-24	29	M
sub-25	25	F
sub-26	24	M
sub-27	37	F
sub-28	61	F
sub-29	27	F
sub-30	37	M
sub-31	25	M
sub-32	42	F
sub-33	52	M
sub-34	52	F
sub-35	52	F
sub-36	46	M
