participant_id	age	sex
sub-01	26	F
sub-02	26	M
sub-03	28	F
sub-04	26	F
sub-05	27	F
sub-06	26	M
sub-07	32	M
sub-08	20	M
sub-09	24	F
sub-10	24	F
sub-11	27	F
sub-12	24	F
sub-13	25	F
sub-14	25	M
sub-15	23	M
