participant_id	age	sex	handedness
sub-01	30	F	R
sub-02	22	F	R
sub-03	21	F	R
sub-04	25	M	R
sub-05	20	M	R
sub-06	22	M	R
sub-07	28	F	R
sub-08	33	M	R
sub-09	21	F	R
sub-10	25	F	R
sub-11	23	F	R
sub-12	33	M	R
sub-13	31	F	R
sub-14	28	M	R
sub-15	25	M	R
sub-16	27	F	R
sub-17	29	M	R
sub-18	27	F	R
sub-19	28	M	R
sub-20	27	F	R
