participant_id	sex	age
sub-1	female	18
sub-2	female	26
sub-3	male	21
sub-5	female	18
sub-6	male	19
sub-7	male	23
sub-8	female	18
sub-9	female	22
sub-11	female	19
sub-12	female	36
sub-13	female	20
sub-14	male	19
sub-17	female	20
sub-19	female	18
sub-20	male	22
sub-21	male	22
sub-23	female	18
sub-24	male	20
sub-25	male	19
sub-26	male	19
sub-28	female	20
sub-29	male	21
sub-31	female	22
sub-32	female	20
sub-33	female	20
sub-34	male	18
sub-35	female	19
sub-36	male	20
