participant_id	age	sex
sub-001	23.0	F
sub-15852	n/a	F
sub-19708	n/a	M
sub-19779	27.0	M
sub-19902	31.0	M
sub-20543	22.0	M
sub-20594	24.0	M
sub-20597	24.0	F
sub-20642	26.0	M
sub-20645	20.0	M
sub-20676	20.0	M
sub-20687	30.0	F
sub-20698	25.0	F
sub-20706	26.0	M
sub-20708	24.0	F
sub-20792	22.0	M
sub-20804	27.0	F
sub-20840	29.0	F
sub-20872	n/a	M
sub-20909	n/a	F
